device_id,latitude,longitude,accuracy,provider,timestamp_iso,timestamp_raw,received_at,raw_json
23,17.6710944,75.9119559,54,fused,2025-11-27T13:36:17+00:00,1764250577,2025-11-27T13:37:17.394470+00:00,"{""_type"": ""location"", ""_id"": ""3ce1c2f8"", ""acc"": 54, ""alt"": 406, ""batt"": 27, ""bs"": 1, ""cog"": 0, ""conn"": ""m"", ""created_at"": 1764250577, ""lat"": 17.6710944, ""lon"": 75.9119559, ""m"": 2, ""source"": ""fused"", ""tid"": ""23"", ""topic"": ""owntracks/user/2023"", ""tst"": 1764250577, ""vac"": 3, ""vel"": 0}"
23,17.6710856,75.9119573,47,fused,2025-11-27T13:36:19+00:00,1764250579,2025-11-27T13:37:17.429145+00:00,"{""_type"": ""location"", ""_id"": ""5cabb373"", ""acc"": 47, ""alt"": 406, ""batt"": 27, ""bs"": 1, ""cog"": 0, ""conn"": ""m"", ""created_at"": 1764250579, ""lat"": 17.6710856, ""lon"": 75.9119573, ""m"": 2, ""source"": ""fused"", ""tid"": ""23"", ""topic"": ""owntracks/user/2023"", ""tst"": 1764250579, ""vac"": 2, ""vel"": 0}"
23,17.6710857,75.9119578,28,fused,2025-11-27T13:36:21+00:00,1764250581,2025-11-27T13:37:17.473768+00:00,"{""_type"": ""location"", ""_id"": ""dc2dab79"", ""acc"": 28, ""alt"": 406, ""batt"": 27, ""bs"": 1, ""cog"": 0, ""conn"": ""m"", ""created_at"": 1764250581, ""lat"": 17.6710857, ""lon"": 75.9119578, ""m"": 2, ""source"": ""fused"", ""tid"": ""23"", ""topic"": ""owntracks/user/2023"", ""tst"": 1764250581, ""vac"": 2, ""vel"": 0}"
23,17.6710838,75.9119587,24,fused,2025-11-27T13:36:23+00:00,1764250583,2025-11-27T13:37:17.515771+00:00,"{""_type"": ""location"", ""_id"": ""8606b7b4"", ""acc"": 24, ""alt"": 406, ""batt"": 27, ""bs"": 1, ""cog"": 0, ""conn"": ""m"", ""created_at"": 1764250583, ""lat"": 17.6710838, ""lon"": 75.9119587, ""m"": 2, ""source"": ""fused"", ""tid"": ""23"", ""topic"": ""owntracks/user/2023"", ""tst"": 1764250583, ""vac"": 2, ""vel"": 0}"
23,17.6710819,75.9119588,24,fused,2025-11-27T13:36:25+00:00,1764250585,2025-11-27T13:37:17.553563+00:00,"{""_type"": ""location"", ""_id"": ""b8389042"", ""acc"": 24, ""alt"": 406, ""batt"": 27, ""bs"": 1, ""cog"": 0, ""conn"": ""m"", ""created_at"": 1764250585, ""lat"": 17.6710819, ""lon"": 75.9119588, ""m"": 2, ""source"": ""fused"", ""tid"": ""23"", ""topic"": ""owntracks/user/2023"", ""tst"": 1764250585, ""vac"": 2, ""vel"": 0}"
23,17.671081,75.9119589,23,fused,2025-11-27T13:36:27+00:00,1764250587,2025-11-27T13:37:17.591732+00:00,"{""_type"": ""location"", ""_id"": ""9b0dd610"", ""acc"": 23, ""alt"": 406, ""batt"": 27, ""bs"": 1, ""cog"": 0, ""conn"": ""m"", ""created_at"": 1764250587, ""lat"": 17.671081, ""lon"": 75.9119589, ""m"": 2, ""source"": ""fused"", ""tid"": ""23"", ""topic"": ""owntracks/user/2023"", ""tst"": 1764250587, ""vac"": 2, ""vel"": 0}"
23,17.6710805,75.9119582,22,fused,2025-11-27T13:36:29+00:00,1764250589,2025-11-27T13:37:17.628862+00:00,"{""_type"": ""location"", ""_id"": ""9acceaa3"", ""acc"": 22, ""alt"": 406, ""batt"": 27, ""bs"": 1, ""cog"": 0, ""conn"": ""m"", ""created_at"": 1764250589, ""lat"": 17.6710805, ""lon"": 75.9119582, ""m"": 2, ""source"": ""fused"", ""tid"": ""23"", ""topic"": ""owntracks/user/2023"", ""tst"": 1764250589, ""vac"": 2, ""vel"": 0}"
23,17.6710809,75.9119577,23,fused,2025-11-27T13:36:31+00:00,1764250591,2025-11-27T13:37:17.675208+00:00,"{""_type"": ""location"", ""_id"": ""7a5f0631"", ""acc"": 23, ""alt"": 406, ""batt"": 27, ""bs"": 1, ""cog"": 0, ""conn"": ""m"", ""created_at"": 1764250591, ""lat"": 17.6710809, ""lon"": 75.9119577, ""m"": 2, ""source"": ""fused"", ""tid"": ""23"", ""topic"": ""owntracks/user/2023"", ""tst"": 1764250591, ""vac"": 3, ""vel"": 0}"
23,17.6710809,75.9119577,28,fused,2025-11-27T13:36:32+00:00,1764250592,2025-11-27T13:37:17.719288+00:00,"{""_type"": ""location"", ""_id"": ""78add8b0"", ""acc"": 28, ""alt"": 406, ""batt"": 27, ""bs"": 1, ""cog"": 0, ""conn"": ""m"", ""created_at"": 1764250596, ""lat"": 17.6710809, ""lon"": 75.9119577, ""m"": 2, ""source"": ""fused"", ""tid"": ""23"", ""topic"": ""owntracks/user/2023"", ""tst"": 1764250592, ""vac"": 5, ""vel"": 0}"
23,17.6710809,75.9119577,73,fused,2025-11-27T13:36:39+00:00,1764250599,2025-11-27T13:37:17.759305+00:00,"{""_type"": ""location"", ""_id"": ""bbbc5328"", ""acc"": 73, ""alt"": 406, ""batt"": 27, ""bs"": 1, ""cog"": 0, ""conn"": ""m"", ""created_at"": 1764250602, ""lat"": 17.6710809, ""lon"": 75.9119577, ""m"": 2, ""source"": ""fused"", ""tid"": ""23"", ""topic"": ""owntracks/user/2023"", ""tst"": 1764250599, ""vac"": 3, ""vel"": 0}"
